DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2003-01-26,2.06296,1.81559,1154.0,,1011.0,1798.0,,241.0,4204.0,902.0,231550.0
2003-02-02,2.58113,2.41801,1373.0,,1104.0,2998.0,,221.0,5696.0,927.0,235566.0
2003-02-09,2.93909,2.86635,1411.0,,1322.0,4064.0,,282.0,7079.0,884.0,246969.0
2003-02-16,3.22539,3.16662,1606.0,,1421.0,4447.0,,308.0,7782.0,889.0,245751.0
2003-02-23,3.06982,3.0155,1568.0,,1566.0,4224.0,,291.0,7649.0,903.0,253656.0
2003-03-02,3.20044,2.9978,1694.0,,1537.0,3689.0,,308.0,7228.0,871.0,241110.0
2003-03-09,2.44888,2.31957,1336.0,,1400.0,2583.0,,287.0,5606.0,857.0,241683.0
2003-03-16,2.1344,1.94707,1015.0,,1085.0,2103.0,,247.0,4450.0,839.0,228549.0
2003-03-23,1.99866,1.72985,880.0,,987.0,1669.0,,274.0,3810.0,835.0,220250.0
2003-03-30,1.93849,1.51837,737.0,,773.0,1321.0,,156.0,2987.0,795.0,196724.0
2003-04-06,1.41293,1.22616,624.0,,640.0,1016.0,,159.0,2439.0,775.0,198913.0
2003-04-13,1.23472,1.05433,506.0,,541.0,846.0,,135.0,2028.0,741.0,192349.0
2003-04-20,1.20005,1.07108,569.0,,551.0,799.0,,163.0,2082.0,735.0,194383.0
2003-04-27,0.910135,0.82612,440.0,,382.0,539.0,,106.0,1467.0,669.0,177577.0
2003-05-04,0.932265,0.820505,429.0,,394.0,508.0,,114.0,1445.0,682.0,176111.0
2003-05-11,0.692175,0.630846,275.0,,272.0,444.0,,84.0,1075.0,655.0,170406.0
2003-05-18,0.669406,0.63935,215.0,,245.0,471.0,,74.0,1005.0,613.0,157191.0
2003-05-25,0.727705,0.586609,248.0,,235.0,283.0,,70.0,836.0,547.0,142514.0
2003-06-01,0.717701,0.773024,264.0,,169.0,262.0,,45.0,740.0,406.0,95728.0
2003-06-08,0.789394,0.790743,213.0,,179.0,205.0,,44.0,641.0,393.0,81063.0
2003-06-15,0.722129,0.711847,201.0,,133.0,195.0,,34.0,563.0,344.0,79090.0
2003-06-22,0.591326,0.794637,198.0,,180.0,187.0,,55.0,620.0,341.0,78023.0
2003-06-29,0.52307,0.586604,139.0,,127.0,123.0,,34.0,423.0,322.0,72110.0
2003-07-06,0.450236,0.615982,122.0,,163.0,124.0,,32.0,441.0,322.0,71593.0
2003-07-13,0.397421,0.491507,109.0,,94.0,91.0,,24.0,318.0,310.0,64699.0
2003-07-20,0.448002,0.604341,137.0,,120.0,141.0,,43.0,441.0,308.0,72972.0
2003-07-27,0.474767,0.524478,98.0,,116.0,98.0,,53.0,365.0,301.0,69593.0
2003-08-03,0.453251,0.590692,112.0,,121.0,139.0,,48.0,420.0,302.0,71103.0
2003-08-10,0.352158,0.505135,100.0,,102.0,120.0,,39.0,361.0,290.0,71466.0
2003-08-17,0.525322,0.634271,136.0,,136.0,125.0,,46.0,443.0,295.0,69844.0
2003-08-24,0.492991,0.610118,120.0,,133.0,131.0,,37.0,421.0,283.0,69003.0
2003-08-31,0.542728,0.641227,159.0,,120.0,144.0,,27.0,450.0,277.0,70178.0
2003-09-07,0.490347,0.661429,166.0,,112.0,155.0,,30.0,463.0,276.0,70000.0
2003-09-14,0.735914,0.792681,177.0,,124.0,182.0,,36.0,519.0,271.0,65474.0
2003-09-21,0.581771,0.639059,145.0,,122.0,184.0,,24.0,475.0,267.0,74328.0
2003-09-28,0.654162,0.636732,136.0,,116.0,183.0,,26.0,461.0,264.0,72401.0
2003-10-05,0.749504,0.747829,135.0,,143.0,221.0,,34.0,533.0,268.0,71273.0
2003-10-12,0.884021,0.960873,808.0,,607.0,881.0,,146.0,2442.0,830.0,254144.0
2003-10-19,1.02773,1.04325,913.0,,696.0,1132.0,,191.0,2932.0,931.0,281045.0
2003-10-26,1.28296,1.0545,878.0,,811.0,1147.0,,195.0,3031.0,974.0,287436.0
2003-11-02,1.32661,1.11231,1006.0,,884.0,1369.0,,216.0,3475.0,1007.0,312412.0
2003-11-09,1.77304,1.41274,1207.0,,1127.0,2080.0,,276.0,4690.0,1074.0,331980.0
2003-11-16,2.43814,1.72703,1542.0,,1249.0,2735.0,,264.0,5790.0,1111.0,335258.0
2003-11-23,2.72605,2.407,2185.0,,1757.0,4133.0,,310.0,8385.0,1141.0,348359.0
2003-11-30,3.73192,3.10962,2561.0,,2425.0,5684.0,,471.0,11141.0,1129.0,358275.0
2003-12-07,4.54894,4.30779,3247.0,,2890.0,4933.0,,672.0,11742.0,1118.0,272576.0
2003-12-14,5.39906,4.8303,4734.0,,5330.0,7817.0,,1067.0,18948.0,1189.0,392274.0
2003-12-21,7.38735,6.42905,6620.0,,5573.0,11550.0,,1219.0,24962.0,1173.0,388269.0
2003-12-28,7.48097,6.86734,6434.0,,5906.0,9851.0,,1508.0,23699.0,1148.0,345097.0
2004-01-04,7.62797,7.06496,5336.0,,4517.0,5231.0,,1331.0,16415.0,1122.0,232344.0
2004-01-11,5.14051,4.55115,3391.0,,3827.0,2894.0,,1220.0,11332.0,1139.0,248992.0
2004-01-18,2.10429,1.80906,1679.0,,1586.0,1857.0,,461.0,5583.0,1141.0,308614.0
2004-01-25,1.88696,1.71202,1721.0,,1276.0,1604.0,,360.0,4961.0,1084.0,289774.0
2004-02-01,1.7766,1.5425,1487.0,,1067.0,1543.0,,339.0,4436.0,1071.0,287586.0
2004-02-08,1.46001,1.43787,1454.0,,1047.0,1448.0,,302.0,4251.0,1054.0,295646.0
2004-02-15,1.37787,1.32427,1420.0,,889.0,1297.0,,218.0,3824.0,986.0,288762.0
2004-02-22,1.30532,1.30726,1301.0,,876.0,1255.0,,259.0,3691.0,1004.0,282347.0
2004-02-29,1.08691,1.03698,956.0,,719.0,1038.0,,203.0,2916.0,948.0,281202.0
2004-03-07,0.991888,1.01032,925.0,,682.0,910.0,,227.0,2744.0,894.0,271597.0
2004-03-14,1.02765,1.05249,878.0,,764.0,888.0,,178.0,2708.0,897.0,257294.0
2004-03-21,1.0579,1.02009,730.0,,756.0,826.0,,175.0,2487.0,849.0,243802.0
2004-03-28,0.849361,0.924419,760.0,,628.0,733.0,,179.0,2300.0,859.0,248805.0
2004-04-04,0.747127,0.790645,610.0,,495.0,611.0,,142.0,1858.0,828.0,234998.0
2004-04-11,0.661708,0.80261,583.0,,440.0,566.0,,116.0,1705.0,774.0,212432.0
2004-04-18,0.679514,0.83613,545.0,,500.0,573.0,,131.0,1749.0,755.0,209178.0
2004-04-25,0.633071,0.792436,501.0,,461.0,511.0,,142.0,1615.0,679.0,203802.0
2004-05-02,0.569894,0.683588,470.0,,349.0,404.0,,108.0,1331.0,658.0,194708.0
2004-05-09,0.591357,0.757452,435.0,,383.0,491.0,,85.0,1394.0,629.0,184038.0
2004-05-16,0.589044,0.788585,449.0,,361.0,443.0,,74.0,1327.0,599.0,168276.0
2004-05-23,0.67864,0.812171,451.0,,337.0,380.0,,94.0,1262.0,553.0,155386.0
2004-05-30,0.637558,0.804463,375.0,,280.0,349.0,,66.0,1070.0,463.0,133008.0
2004-06-06,0.813309,0.877701,391.0,,289.0,308.0,,73.0,1061.0,452.0,120884.0
2004-06-13,0.834551,0.741453,355.0,,257.0,309.0,,66.0,987.0,443.0,133117.0
2004-06-20,0.616174,0.661022,307.0,,258.0,240.0,,46.0,851.0,426.0,128740.0
2004-06-27,0.513286,0.715109,277.0,,245.0,284.0,,81.0,887.0,423.0,124037.0
2004-07-04,0.351881,0.562241,238.0,,215.0,183.0,,62.0,698.0,408.0,124146.0
2004-07-11,0.542621,0.786808,233.0,,210.0,205.0,,62.0,710.0,381.0,90238.0
2004-07-18,0.581036,0.860658,249.0,,227.0,280.0,,80.0,836.0,378.0,97135.0
2004-07-25,0.495486,0.689944,259.0,,162.0,200.0,,38.0,659.0,370.0,95515.0
2004-08-01,0.61209,0.779691,260.0,,189.0,230.0,,40.0,719.0,363.0,92216.0
2004-08-08,0.531491,0.628144,213.0,,225.0,235.0,,60.0,733.0,345.0,116693.0
2004-08-15,0.519987,0.902459,243.0,,247.0,256.0,,63.0,809.0,334.0,89644.0
2004-08-22,0.574476,0.806443,256.0,,200.0,256.0,,58.0,770.0,335.0,95481.0
2004-08-29,0.663175,0.874888,259.0,,231.0,265.0,,44.0,799.0,333.0,91326.0
2004-09-05,0.614691,0.993213,279.0,,252.0,358.0,,71.0,960.0,326.0,96656.0
2004-09-12,0.656823,0.876141,281.0,,263.0,309.0,,60.0,913.0,337.0,104207.0
2004-09-19,0.723016,0.948092,342.0,,299.0,413.0,,68.0,1122.0,341.0,118343.0
2004-09-26,0.691857,0.926943,322.0,,268.0,416.0,,83.0,1089.0,336.0,117483.0
2004-10-03,0.782758,0.971643,333.0,,319.0,382.0,,82.0,1116.0,364.0,114857.0
2004-10-10,0.982275,0.897159,877.0,,853.0,1256.0,,185.0,3171.0,1176.0,353449.0
2004-10-17,1.01821,1.02248,1071.0,,971.0,1373.0,,216.0,3631.0,1187.0,355116.0
2004-10-24,1.1768,1.06296,1240.0,,1019.0,1534.0,,226.0,4019.0,1267.0,378094.0
2004-10-31,1.30121,1.14696,1190.0,,1223.0,1671.0,,285.0,4369.0,1293.0,380921.0
2004-11-07,1.27746,1.20495,1327.0,,1215.0,1718.0,,291.0,4551.0,1302.0,377692.0
2004-11-14,1.40387,1.30517,1497.0,,1279.0,1874.0,,319.0,4969.0,1344.0,380718.0
2004-11-21,1.40301,1.28699,1531.0,,1279.0,1874.0,,299.0,4983.0,1336.0,387182.0
2004-11-28,1.73975,1.59468,1490.0,,1274.0,1678.0,,271.0,4713.0,1341.0,295546.0
2004-12-05,1.56894,1.39714,1538.0,,1434.0,2059.0,,376.0,5407.0,1369.0,387004.0
2004-12-12,1.65927,1.44996,1551.0,,1450.0,2052.0,,375.0,5428.0,1346.0,374356.0
2004-12-19,1.81341,1.61745,1670.0,,1643.0,2071.0,,371.0,5755.0,1379.0,355806.0
2004-12-26,2.37626,2.19112,1856.0,,1608.0,1807.0,,418.0,5689.0,1288.0,259639.0
2005-01-02,2.77052,2.56649,2252.0,,2413.0,1993.0,,621.0,7279.0,1332.0,283617.0
2005-01-09,2.40064,2.17645,2010.0,,2869.0,2450.0,,712.0,8041.0,1383.0,369455.0
2005-01-16,2.54155,2.20171,2188.0,,2542.0,2982.0,,611.0,8323.0,1342.0,378024.0
2005-01-23,2.85871,2.53012,2199.0,,2839.0,3682.0,,608.0,9328.0,1348.0,368678.0
2005-01-30,3.55011,3.06524,2747.0,,3586.0,5364.0,,725.0,12422.0,1334.0,405254.0
2005-02-06,4.58591,3.98061,3086.0,,4498.0,7650.0,,958.0,16192.0,1303.0,406772.0
2005-02-13,5.05809,4.59568,3626.0,,5757.0,8854.0,,1132.0,19369.0,1324.0,421461.0
2005-02-20,5.44151,4.75197,3834.0,,6515.0,8400.0,,1182.0,19931.0,1330.0,419426.0
2005-02-27,4.4729,4.17962,3720.0,,5125.0,6759.0,,1026.0,16630.0,1280.0,397883.0
2005-03-06,3.6752,3.45359,2997.0,,4058.0,5343.0,,836.0,13234.0,1268.0,383196.0
2005-03-13,3.3353,3.15852,2728.0,,3634.0,4494.0,,745.0,11601.0,1227.0,367292.0
2005-03-20,2.76224,2.6732,2416.0,,2969.0,3513.0,,604.0,9502.0,1185.0,355454.0
2005-03-27,2.46844,2.35161,2145.0,,2434.0,2771.0,,550.0,7900.0,1148.0,335940.0
2005-04-03,2.00081,1.89243,1827.0,,1979.0,2133.0,,390.0,6329.0,1103.0,334438.0
2005-04-10,1.54319,1.5249,1422.0,,1327.0,1737.0,,330.0,4816.0,1048.0,315823.0
2005-04-17,1.50195,1.41134,1356.0,,1169.0,1603.0,,317.0,4445.0,1000.0,314948.0
2005-04-24,1.22918,1.25068,1096.0,,954.0,1469.0,,306.0,3825.0,978.0,305833.0
2005-05-01,1.21854,1.20702,1117.0,,894.0,1411.0,,224.0,3646.0,971.0,302065.0
2005-05-08,1.15832,1.07895,903.0,,762.0,1136.0,,189.0,2990.0,923.0,277120.0
2005-05-15,1.249,1.14521,979.0,,710.0,1115.0,,208.0,3012.0,878.0,263009.0
2005-05-22,1.16888,1.06124,805.0,,600.0,926.0,,200.0,2531.0,825.0,238494.0
2005-05-29,1.07888,1.0568,687.0,,518.0,695.0,,156.0,2056.0,687.0,194550.0
2005-06-05,1.23059,1.25193,693.0,,568.0,678.0,,160.0,2099.0,637.0,167661.0
2005-06-12,1.14747,1.01419,548.0,,462.0,594.0,,140.0,1744.0,603.0,171960.0
2005-06-19,1.00254,1.04197,573.0,,409.0,507.0,,125.0,1614.0,582.0,154899.0
2005-06-26,0.957569,0.954027,580.0,,431.0,507.0,,110.0,1628.0,587.0,170645.0
2005-07-03,0.894837,0.84823,497.0,,326.0,452.0,,84.0,1359.0,550.0,160216.0
2005-07-10,0.798205,0.841872,426.0,,313.0,390.0,,69.0,1198.0,533.0,142302.0
2005-07-17,0.757812,0.730894,389.0,,323.0,361.0,,75.0,1148.0,524.0,157068.0
2005-07-24,0.825963,0.713432,333.0,,303.0,364.0,,68.0,1068.0,507.0,149699.0
2005-07-31,0.744927,0.670677,328.0,,279.0,327.0,,56.0,990.0,492.0,147612.0
2005-08-07,0.787049,0.689278,331.0,,267.0,326.0,,58.0,982.0,488.0,142468.0
2005-08-14,0.684724,0.704929,319.0,,297.0,350.0,,57.0,1023.0,479.0,145121.0
2005-08-21,0.747361,0.615903,330.0,,225.0,326.0,,47.0,928.0,480.0,150673.0
2005-08-28,0.673974,0.609426,292.0,,265.0,311.0,,54.0,922.0,428.0,151290.0
2005-09-04,0.869662,0.680259,342.0,,273.0,367.0,,51.0,1033.0,420.0,151854.0
2005-09-11,0.899529,0.775488,338.0,,264.0,396.0,,63.0,1061.0,416.0,136817.0
2005-09-18,0.854635,0.683421,302.0,,289.0,383.0,,52.0,1026.0,408.0,150127.0
2005-09-25,1.01123,0.781075,368.0,,285.0,516.0,,50.0,1219.0,419.0,156067.0
2005-10-02,0.977808,0.806943,381.0,,276.0,484.0,,63.0,1204.0,447.0,149205.0
2005-10-09,1.17778,1.07635,1172.0,,924.0,1256.0,,234.0,3586.0,1113.0,333164.0
2005-10-16,1.21947,1.05869,1285.0,,853.0,1247.0,,197.0,3582.0,1160.0,338343.0
2005-10-23,1.3069,1.11523,1393.0,,992.0,1525.0,,212.0,4122.0,1216.0,369609.0
2005-10-30,1.33931,1.12381,1439.0,,997.0,1599.0,,213.0,4248.0,1237.0,377999.0
2005-11-06,1.58374,1.25489,1639.0,,1190.0,1894.0,,282.0,5005.0,1280.0,398840.0
2005-11-13,1.47072,1.33661,1563.0,,1251.0,1929.0,,295.0,5038.0,1272.0,376924.0
2005-11-20,1.6112,1.37864,1679.0,,1331.0,1951.0,,315.0,5276.0,1277.0,382697.0
2005-11-27,1.82699,1.60829,1666.0,,1249.0,1593.0,,294.0,4802.0,1301.0,298578.0
2005-12-04,1.77482,1.48311,1858.0,,1583.0,2176.0,,349.0,5966.0,1325.0,402264.0
2005-12-11,1.94451,1.65374,1987.0,,1534.0,2463.0,,387.0,6371.0,1328.0,385248.0
2005-12-18,2.35512,2.00679,2241.0,,1997.0,3063.0,,396.0,7697.0,1318.0,383548.0
2005-12-25,3.10878,2.56857,2696.0,,2293.0,3058.0,,530.0,8577.0,1287.0,333921.0
2006-01-01,3.28238,3.05278,2678.0,,2882.0,2561.0,,721.0,8842.0,1273.0,289638.0
2006-01-08,2.62914,2.42504,2422.0,,2817.0,2366.0,,734.0,8339.0,1319.0,343871.0
2006-01-15,2.2515,2.00195,2272.0,,2155.0,2921.0,,534.0,7882.0,1339.0,393716.0
2006-01-22,2.35858,2.05869,2249.0,,1999.0,3150.0,,460.0,7858.0,1297.0,381699.0
2006-01-29,2.41881,2.21277,2643.0,,2281.0,3646.0,,544.0,9114.0,1331.0,411882.0
2006-02-05,2.52752,2.3222,2612.0,,2288.0,4153.0,,498.0,9551.0,1320.0,411291.0
2006-02-12,2.64954,2.49279,2754.0,,2543.0,4593.0,,537.0,10427.0,1311.0,418286.0
2006-02-19,3.12935,2.79489,2624.0,,2992.0,4979.0,,631.0,11226.0,1288.0,401661.0
2006-02-26,3.12442,2.96911,2753.0,,3073.0,5284.0,,791.0,11901.0,1288.0,400827.0
2006-03-05,3.13099,2.83959,2579.0,,2989.0,5008.0,,767.0,11343.0,1275.0,399459.0
2006-03-12,3.08261,2.77799,2564.0,,2913.0,5106.0,,678.0,11261.0,1257.0,405365.0
2006-03-19,2.64431,2.47287,2330.0,,2231.0,4154.0,,607.0,9322.0,1241.0,376971.0
2006-03-26,2.42295,2.18061,1895.0,,1919.0,3709.0,,541.0,8064.0,1217.0,369804.0
2006-04-02,2.31141,2.0168,1697.0,,1745.0,3393.0,,478.0,7313.0,1165.0,362605.0
2006-04-09,1.86383,1.64101,1437.0,,1299.0,2660.0,,342.0,5738.0,1133.0,349662.0
2006-04-16,1.44943,1.35829,1181.0,,1067.0,2014.0,,285.0,4547.0,1087.0,334760.0
2006-04-23,1.30227,1.1428,959.0,,873.0,1479.0,,239.0,3550.0,1045.0,310641.0
2006-04-30,1.13459,1.04031,836.0,,779.0,1382.0,,180.0,3177.0,1017.0,305389.0
2006-05-07,1.06255,0.964347,745.0,,637.0,1208.0,,190.0,2780.0,958.0,288278.0
2006-05-14,1.03428,0.937982,745.0,,621.0,1039.0,,187.0,2592.0,919.0,276338.0
2006-05-21,1.01791,0.947449,715.0,,582.0,969.0,,162.0,2428.0,877.0,256267.0
2006-05-28,0.918151,0.891918,699.0,,452.0,764.0,,146.0,2061.0,783.0,231075.0
2006-06-04,0.93099,0.864643,572.0,,404.0,561.0,,108.0,1645.0,649.0,190252.0
2006-06-11,0.857294,0.97032,754.0,,564.0,626.0,,131.0,2075.0,635.0,213847.0
2006-06-18,0.786294,0.84439,514.0,,388.0,447.0,,81.0,1430.0,615.0,169353.0
2006-06-25,0.719426,0.77487,463.0,,328.0,409.0,,100.0,1300.0,610.0,167770.0
2006-07-02,0.718868,0.821372,466.0,,323.0,390.0,,92.0,1271.0,572.0,154741.0
2006-07-09,0.774807,0.872745,437.0,,305.0,402.0,,71.0,1215.0,565.0,139216.0
2006-07-16,0.76598,0.922635,549.0,,449.0,511.0,,108.0,1617.0,577.0,175259.0
2006-07-23,0.642809,0.899487,541.0,,460.0,440.0,,112.0,1553.0,564.0,172654.0
2006-07-30,0.622033,0.843082,502.0,,422.0,403.0,,128.0,1455.0,564.0,172581.0
2006-08-06,0.616326,0.881824,508.0,,402.0,430.0,,88.0,1428.0,551.0,161937.0
2006-08-13,0.685694,0.817145,473.0,,383.0,435.0,,82.0,1373.0,547.0,168024.0
2006-08-20,0.622697,0.8715,510.0,,390.0,466.0,,91.0,1457.0,536.0,167183.0
2006-08-27,0.611817,0.738621,404.0,,279.0,379.0,,76.0,1138.0,503.0,154071.0
2006-09-03,0.638831,0.797966,398.0,,292.0,457.0,,77.0,1224.0,488.0,153390.0
2006-09-10,0.806627,1.01394,492.0,,396.0,506.0,,69.0,1463.0,491.0,144289.0
2006-09-17,0.762448,0.880936,446.0,,361.0,521.0,,78.0,1406.0,487.0,159603.0
2006-09-24,0.813406,0.943366,511.0,,362.0,534.0,,80.0,1487.0,455.0,157627.0
2006-10-01,0.807934,0.891546,476.0,,364.0,512.0,,81.0,1433.0,469.0,160732.0
2006-10-08,1.15384,1.20322,1434.0,,1116.0,1699.0,,264.0,4513.0,1323.0,375076.0
2006-10-15,1.14819,1.05788,1278.0,,992.0,1602.0,,200.0,4072.0,1361.0,384920.0
2006-10-22,1.22736,1.13054,1543.0,,1099.0,1830.0,,265.0,4737.0,1425.0,419005.0
2006-10-29,1.21744,1.12552,1582.0,,1086.0,1996.0,,224.0,4888.0,1445.0,434287.0
2006-11-05,1.32813,1.20808,1672.0,,1157.0,2270.0,,281.0,5380.0,1473.0,445334.0
2006-11-12,1.47754,1.34952,2112.0,,1320.0,2393.0,,314.0,6139.0,1497.0,454901.0
2006-11-19,1.5339,1.4689,2355.0,,1342.0,2681.0,,290.0,6668.0,1474.0,453945.0
2006-11-26,1.91269,1.82767,2188.0,,1409.0,2202.0,,357.0,6156.0,1488.0,336822.0
2006-12-03,1.838,1.6656,2573.0,,1774.0,2792.0,,391.0,7530.0,1486.0,452089.0
2006-12-10,1.95376,1.85968,2643.0,,1804.0,3244.0,,431.0,8122.0,1493.0,436741.0
2006-12-17,2.40407,2.38891,3270.0,,2177.0,4470.0,,479.0,10396.0,1492.0,435177.0
2006-12-24,2.87453,2.78978,3387.0,,2237.0,4065.0,,503.0,10192.0,1435.0,365334.0
2006-12-31,3.02597,3.11549,3243.0,,2216.0,2868.0,,586.0,8913.0,1359.0,286087.0
2007-01-07,2.37817,2.26942,2927.0,,2394.0,2481.0,,584.0,8386.0,1490.0,369521.0
2007-01-14,2.09232,1.86355,2507.0,,2018.0,2756.0,,480.0,7761.0,1467.0,416464.0
2007-01-21,2.29396,1.99986,2548.0,,1701.0,3248.0,,412.0,7909.0,1470.0,395477.0
2007-01-28,2.74501,2.4406,3410.0,,2257.0,4684.0,,537.0,10888.0,1495.0,446119.0
2007-02-04,3.04434,2.83018,3456.0,,2559.0,5648.0,,457.0,12120.0,1472.0,428241.0
2007-02-11,3.49999,3.12343,3840.0,,2910.0,6995.0,,452.0,14197.0,1484.0,454533.0
2007-02-18,3.57851,3.27019,3879.0,,2955.0,6668.0,,529.0,14031.0,1461.0,429057.0
2007-02-25,3.28979,3.17757,3728.0,,3175.0,6537.0,,608.0,14048.0,1460.0,442099.0
2007-03-04,2.89149,2.72364,3016.0,,2778.0,5429.0,,578.0,11801.0,1428.0,433281.0
2007-03-11,2.62075,2.50201,2798.0,,2533.0,4937.0,,447.0,10715.0,1408.0,428255.0
2007-03-18,2.53387,2.4272,2668.0,,2426.0,4031.0,,472.0,9597.0,1361.0,395394.0
2007-03-25,2.07251,1.96041,2049.0,,1857.0,3307.0,,349.0,7562.0,1333.0,385735.0
2007-04-01,1.87084,1.5914,1664.0,,1625.0,2508.0,,351.0,6148.0,1303.0,386327.0
2007-04-08,1.40042,1.36978,1445.0,,1379.0,1803.0,,331.0,4958.0,1284.0,361955.0
2007-04-15,1.46887,1.36317,1429.0,,1274.0,1821.0,,345.0,4869.0,1240.0,357183.0
2007-04-22,1.15514,1.1737,1257.0,,1112.0,1523.0,,287.0,4179.0,1206.0,356055.0
2007-04-29,1.07901,1.06358,1152.0,,937.0,1386.0,,220.0,3695.0,1152.0,347413.0
2007-05-06,0.98492,0.969711,969.0,,755.0,1143.0,,210.0,3077.0,1119.0,317311.0
2007-05-13,1.03325,0.965362,917.0,,713.0,1055.0,,175.0,2860.0,1057.0,296262.0
2007-05-20,0.926649,0.856749,815.0,,590.0,861.0,,176.0,2442.0,1025.0,285031.0
2007-05-27,0.9201,0.863346,761.0,,561.0,785.0,,136.0,2243.0,925.0,259803.0
2007-06-03,0.954094,0.93537,722.0,,554.0,652.0,,130.0,2058.0,831.0,220020.0
2007-06-10,0.763278,0.745569,628.0,,422.0,510.0,,119.0,1679.0,796.0,225197.0
2007-06-17,0.81722,0.740428,598.0,,413.0,469.0,,134.0,1614.0,771.0,217982.0
2007-06-24,0.764586,0.672897,521.0,,394.0,441.0,,100.0,1456.0,749.0,216378.0
2007-07-01,0.793127,0.666282,514.0,,431.0,408.0,,102.0,1455.0,742.0,218376.0
2007-07-08,0.66909,0.662747,394.0,,313.0,360.0,,102.0,1169.0,711.0,176387.0
2007-07-15,0.62115,0.545619,366.0,,296.0,372.0,,52.0,1086.0,697.0,199040.0
2007-07-22,0.603659,0.586231,446.0,,335.0,345.0,,85.0,1211.0,698.0,206574.0
2007-07-29,0.649058,0.660687,477.0,,391.0,392.0,,96.0,1356.0,691.0,205241.0
2007-08-05,0.568338,0.534093,321.0,,344.0,311.0,,61.0,1037.0,677.0,194161.0
2007-08-12,0.651546,0.585549,389.0,,320.0,385.0,,78.0,1172.0,667.0,200154.0
2007-08-19,0.652176,0.618075,439.0,,338.0,411.0,,95.0,1283.0,666.0,207580.0
2007-08-26,0.803849,0.687465,495.0,,408.0,457.0,,88.0,1448.0,671.0,210629.0
2007-09-02,0.787458,0.715696,502.0,,416.0,500.0,,108.0,1526.0,652.0,213219.0
2007-09-09,0.943263,0.829313,519.0,,417.0,545.0,,73.0,1554.0,641.0,187384.0
2007-09-16,0.946932,0.800912,496.0,,417.0,682.0,,99.0,1694.0,638.0,211509.0
2007-09-23,0.987146,0.918484,609.0,,502.0,681.0,,121.0,1913.0,632.0,208278.0
2007-09-30,1.05206,0.814259,729.0,,583.0,788.0,,128.0,2228.0,703.0,273623.0
2007-10-07,0.995184,1.07197,2187.0,,1167.0,1997.0,,290.0,5641.0,1373.0,526227.0
2007-10-14,1.22003,1.21786,2387.0,,1321.0,2433.0,,303.0,6444.0,1429.0,529126.0
2007-10-21,1.28548,1.24576,2583.0,,1455.0,2551.0,,352.0,6941.0,1449.0,557172.0
2007-10-28,1.3775,1.35984,2871.0,,1400.0,2788.0,,375.0,7434.0,1477.0,546680.0
2007-11-04,1.46725,1.44671,3074.0,,1475.0,2998.0,,368.0,7915.0,1485.0,547104.0
2007-11-11,1.55841,1.53286,3398.0,,1609.0,3303.0,,377.0,8687.0,1539.0,566717.0
2007-11-18,1.61958,1.66653,3563.0,,1780.0,3290.0,,471.0,9104.0,1516.0,546284.0
2007-11-25,1.8112,1.97488,3651.0,,1812.0,2631.0,,476.0,8570.0,1523.0,433951.0
2007-12-02,1.61865,1.67305,3679.0,,1921.0,3158.0,,413.0,9171.0,1513.0,548159.0
2007-12-09,1.62124,1.63405,3365.0,,1772.0,2907.0,,392.0,8436.0,1487.0,516263.0
2007-12-16,1.67351,1.74595,3298.0,,1697.0,2694.0,,402.0,8091.0,1453.0,463416.0
2007-12-23,1.95096,1.93643,3580.0,,1987.0,2724.0,,459.0,8750.0,1420.0,451862.0
2007-12-30,2.50019,2.48905,3848.0,,2184.0,2348.0,,522.0,8902.0,1426.0,357646.0
2008-01-06,,,,,,,,,,,
2008-01-13,2.43939,2.25405,3737.0,,2731.0,2568.0,,670.0,9706.0,1486.0,430603.0
2008-01-20,2.29319,2.09147,3393.0,,3262.0,3644.0,,816.0,11115.0,1509.0,531444.0
2008-01-27,2.62907,2.35934,3664.0,,3038.0,4900.0,,595.0,12197.0,1511.0,516966.0
2008-02-03,3.92966,3.32331,4289.0,,4499.0,7661.0,,722.0,17171.0,1508.0,516683.0
2008-02-10,4.99202,4.43381,5222.0,,6595.0,11974.0,,1021.0,24812.0,1514.0,559609.0
2008-02-17,5.7776,5.34547,6059.0,,9212.0,15323.0,,1302.0,31896.0,1526.0,596692.0
2008-02-24,5.98318,5.42258,6244.0,,9487.0,14336.0,,1558.0,31625.0,1518.0,583210.0
2008-03-02,5.61677,5.30303,5922.0,,9812.0,12783.0,,1728.0,30245.0,1497.0,570334.0
2008-03-09,4.53234,4.24456,4978.0,,8583.0,9958.0,,1508.0,25027.0,1453.0,589626.0
2008-03-16,3.83249,3.628,4420.0,,6781.0,7849.0,,1204.0,20254.0,1445.0,558269.0
2008-03-23,3.21522,3.03463,3878.0,,5676.0,6112.0,,1048.0,16714.0,1412.0,550776.0
2008-03-30,2.69245,2.53595,3153.0,,4520.0,4493.0,,874.0,13040.0,1395.0,514205.0
2008-04-06,2.03366,2.0573,2689.0,,3496.0,3395.0,,796.0,10376.0,1379.0,504350.0
2008-04-13,1.65275,1.7415,2372.0,,2872.0,2697.0,,642.0,8583.0,1327.0,492850.0
